Placement test score (%),Proficiency,Sex,Age,L1,Stay abroad in Spanish speaking country (>= 1 month),Proficiency (self-assessment) speaking,Proficiency (self-assessment) listening,Proficiency (self-assessment) reading,Proficiency (self-assessment) writing,Proficiency (self-assessment),Medium,Task number,Writting/audio details,Where the task was done
79.1,Upper intermediate,Female,26.0,German,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Inside classroom
79.1,Upper intermediate,Female,38.0,German,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,14,written_online,Outside classroom
83.7,Lower advanced,Male,22.0,German,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),50.0,Written,14,written_online,Inside classroom
83.7,Lower advanced,Female,25.0,German,Yes,Upper beginner (A2),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),35.0,Written,14,written_online,Outside classroom
83.7,Lower advanced,Female,26.0,German,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,14,written_online,Outside classroom
83.7,Lower advanced,Female,27.0,German,No,Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),Lower beginner (A1),20.0,Written,14,written_online,Outside classroom
83.7,Lower advanced,Female,28.0,German,Yes,Upper beginner (A2),Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),40.0,Written,14,written_online,Outside classroom
83.7,Lower advanced,Male,28.0,German,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
83.7,Lower advanced,Female,28.0,German,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Female,20.0,German,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Female,21.0,German,No,Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Male,22.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),85.0,Written,14,written_online,Inside classroom
86.0,Lower advanced,Female,23.0,German,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Male,23.0,German,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Female,23.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),75.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Female,25.0,German,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),95.0,Written,14,written_online,Outside classroom
86.0,Lower advanced,Female,26.0,German,Yes,Upper beginner (A2),Upper intermediate (B2),Upper intermediate (B2),Upper beginner (A2),40.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,21.0,German,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Inside classroom
88.4,Lower advanced,Male,21.0,German,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),Lower intermediate (B1),50.0,Written,14,written_online,Inside classroom
88.4,Lower advanced,Female,21.0,German,No,Lower intermediate (B1),Upper intermediate (B2),Upper advanced (C2),Upper intermediate (B2),65.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Male,23.0,German,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,14,written_online,Inside classroom
88.4,Lower advanced,Female,23.0,German,Yes,Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),65.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,24.0,German,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,25.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,28.0,German,Yes,Upper advanced (C2),Lower advanced (C1),Upper advanced (C2),Upper intermediate (B2),85.0,Written,14,written_online,Outside classroom
88.4,Lower advanced,Female,32.0,German,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,20.0,German,Yes,Lower intermediate (B1),Upper intermediate (B2),Lower intermediate (B1),Lower advanced (C1),55.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,20.0,German,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Inside classroom
90.7,Lower advanced,Female,21.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,14,written_online,Inside classroom
90.7,Lower advanced,Female,21.0,German,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,22.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,22.0,German,Yes,Lower intermediate (B1),Lower advanced (C1),Upper intermediate (B2),Lower intermediate (B1),55.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,22.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,29.0,German,Yes,Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),Lower advanced (C1),85.0,Written,14,written_online,Outside classroom
90.7,Lower advanced,Female,46.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),85.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Male,19.0,German,Yes,Upper intermediate (B2),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,14,written_online,Inside classroom
93.0,Lower advanced,Female,20.0,German,No,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),50.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,21.0,German,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,14,written_online,Inside classroom
93.0,Lower advanced,Female,22.0,German,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,23.0,German,Yes,Lower intermediate (B1),Lower advanced (C1),Lower intermediate (B1),Lower advanced (C1),60.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,25.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,26.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Upper advanced (C2),Lower advanced (C1),85.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,26.0,German,Yes,Lower intermediate (B1),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
93.0,Lower advanced,Female,31.0,German,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),95.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,20.0,German,Yes,Lower intermediate (B1),Lower advanced (C1),Lower advanced (C1),Lower intermediate (B1),60.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,21.0,German,Yes,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,14,written_online,Inside classroom
95.3,Upper advanced,Female,21.0,German,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,21.0,German,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Inside classroom
95.3,Upper advanced,Female,22.0,German,Yes,Lower intermediate (B1),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),60.0,Written,14,written_online,Inside classroom
95.3,Upper advanced,Female,23.0,German,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,23.0,German,Yes,Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),90.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,25.0,German,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,30.0,German,Yes,Upper intermediate (B2),Upper advanced (C2),Lower advanced (C1),Lower intermediate (B1),70.0,Written,14,written_online,Outside classroom
95.3,Upper advanced,Female,55.0,German,Yes,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),95.0,Written,14,written_online,Outside classroom
97.7,Upper advanced,Female,20.0,German,No,Upper beginner (A2),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),35.0,Written,14,written_online,Inside classroom
97.7,Upper advanced,Female,24.0,German,Yes,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
97.7,Upper advanced,Female,24.0,German,Yes,Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),Lower advanced (C1),90.0,Written,14,written_online,Outside classroom
97.7,Upper advanced,Female,26.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Upper advanced (C2),Upper advanced (C2),90.0,Written,14,written_online,Outside classroom
100.0,Upper advanced,Male,23.0,German,Yes,Upper intermediate (B2),Upper intermediate (B2),Lower advanced (C1),Upper intermediate (B2),65.0,Written,14,written_online,Outside classroom
100.0,Upper advanced,Female,29.0,German,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,14,written_online,Outside classroom
27.9,Lower beginner,Male,21.0,Greek,No,Lower beginner (A1),Upper beginner (A2),Lower intermediate (B1),Upper beginner (A2),20.0,Written,14,written_online,Outside classroom
30.2,Upper beginner,Female,23.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,14,written_online,Outside classroom
37.2,Upper beginner,Female,25.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
37.2,Upper beginner,Male,55.0,Greek,Yes,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
39.5,Upper beginner,Female,40.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,14,written_online,Outside classroom
44.2,Upper beginner,Female,46.0,Greek,No,Lower beginner (A1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),30.0,Written,14,written_online,Outside classroom
48.8,Lower intermediate,Female,22.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Outside classroom
48.8,Lower intermediate,Female,24.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Outside classroom
48.8,Lower intermediate,Female,25.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
48.8,Lower intermediate,Female,47.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,3,written_online,Outside classroom
48.8,Lower intermediate,Female,47.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,6,written_online,Outside classroom
48.8,Lower intermediate,Female,47.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,6,written_online,Outside classroom
51.2,Lower intermediate,Male,21.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Outside classroom
51.2,Lower intermediate,Female,23.0,Greek,Yes,Lower beginner (A1),Lower intermediate (B1),Upper beginner (A2),Upper beginner (A2),20.0,Written,14,written_online,Outside classroom
51.2,Lower intermediate,Female,27.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,6,written_online,Outside classroom
51.2,Lower intermediate,Female,37.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Outside classroom
53.5,Lower intermediate,Female,19.0,Greek,No,Upper beginner (A2),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),35.0,Written,14,written_online,Outside classroom
53.5,Lower intermediate,Female,47.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Outside classroom
55.8,Lower intermediate,Female,19.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
55.8,Lower intermediate,Female,22.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,2,written_online,Outside classroom
58.1,Lower intermediate,Female,19.0,Greek,No,Upper beginner (A2),Lower intermediate (B1),Upper beginner (A2),Lower beginner (A1),20.0,Written,14,written_online,Outside classroom
58.1,Lower intermediate,Female,23.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,4,written_online,Outside classroom
58.1,Lower intermediate,Female,44.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,9,written_online,Outside classroom
60.5,Lower intermediate,Female,17.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,4,written_online,Outside classroom
60.5,Lower intermediate,Female,20.0,Greek,No,Upper beginner (A2),Upper intermediate (B2),Upper beginner (A2),Lower intermediate (B1),35.0,Written,14,written_online,Outside classroom
60.5,Lower intermediate,Female,22.0,Greek,No,Lower beginner (A1),Lower intermediate (B1),Upper intermediate (B2),Upper beginner (A2),30.0,Written,14,written_online,Outside classroom
60.5,Lower intermediate,Female,42.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,3,written_online,Outside classroom
62.8,Lower intermediate,Female,23.0,Greek,Yes,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,3,written_online,Outside classroom
62.8,Lower intermediate,Female,36.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Outside classroom
65.1,Lower intermediate,Male,20.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,9,written_online,Outside classroom
65.1,Lower intermediate,Female,25.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Outside classroom
65.1,Lower intermediate,Female,30.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
65.1,Lower intermediate,Female,37.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Outside classroom
67.4,Upper intermediate,Female,21.0,Greek,Yes,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,4,written_online,Outside classroom
67.4,Upper intermediate,Female,21.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,14,written_online,Outside classroom
67.4,Upper intermediate,Male,25.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,2,written_online,Outside classroom
67.4,Upper intermediate,Male,28.0,Greek,Yes,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,6,written_online,Outside classroom
67.4,Upper intermediate,Female,29.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,6,written_online,Outside classroom
67.4,Upper intermediate,Female,30.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,3,written_online,Outside classroom
67.4,Upper intermediate,Male,37.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Outside classroom
67.4,Upper intermediate,Female,44.0,Greek,Yes,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,1,written_online,Outside classroom
69.8,Upper intermediate,Female,22.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Upper intermediate (B2),Upper beginner (A2),40.0,Written,14,written_online,Outside classroom
69.8,Upper intermediate,Female,22.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
69.8,Upper intermediate,Female,23.0,Greek,No,Upper beginner (A2),Upper intermediate (B2),Lower intermediate (B1),Upper beginner (A2),35.0,Written,14,written_online,Outside classroom
69.8,Upper intermediate,Female,23.0,Greek,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,4,written_online,Outside classroom
69.8,Upper intermediate,Female,24.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,2,written_online,Outside classroom
69.8,Upper intermediate,Male,25.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Outside classroom
69.8,Upper intermediate,Female,25.0,Greek,Yes,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Outside classroom
69.8,Upper intermediate,Female,31.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,10,written_online,Outside classroom
69.8,Upper intermediate,Female,49.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,3,written_online,Outside classroom
72.1,Upper intermediate,Female,23.0,Greek,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,14,written_online,Outside classroom
72.1,Upper intermediate,Female,24.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,2,written_online,Outside classroom
72.1,Upper intermediate,Female,39.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,4,written_online,Outside classroom
72.1,Upper intermediate,Male,46.0,Greek,No,Lower beginner (A1),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),15.0,Written,14,written_online,Outside classroom
74.4,Upper intermediate,Male,19.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,3,written_online,Outside classroom
74.4,Upper intermediate,Male,21.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,1,written_online,Outside classroom
74.4,Upper intermediate,Female,21.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,2,written_online,Outside classroom
74.4,Upper intermediate,Female,21.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,7,written_online,Outside classroom
74.4,Upper intermediate,Female,23.0,Greek,No,Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),Lower intermediate (B1),50.0,Written,14,written_online,Outside classroom
74.4,Upper intermediate,Female,23.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,2,written_online,Outside classroom
74.4,Upper intermediate,Female,23.0,Greek,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,10,written_online,Outside classroom
74.4,Upper intermediate,Female,24.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,12,written_online,Outside classroom
74.4,Upper intermediate,Male,25.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,3,written_online,Outside classroom
74.4,Upper intermediate,Female,26.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,3,written_online,Outside classroom
74.4,Upper intermediate,Female,32.0,Greek,Yes,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,6,written_online,Outside classroom
74.4,Upper intermediate,Male,33.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,12,written_online,Outside classroom
74.4,Upper intermediate,Female,34.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,2,written_online,Outside classroom
76.7,Upper intermediate,Female,22.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,7,written_online,Outside classroom
76.7,Upper intermediate,Female,23.0,Greek,Yes,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,6,written_online,Outside classroom
76.7,Upper intermediate,Female,29.0,Greek,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,12,written_online,Outside classroom
76.7,Upper intermediate,Female,30.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,3,written_online,Outside classroom
79.1,Upper intermediate,Female,18.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,2,written_online,Outside classroom
79.1,Upper intermediate,Female,20.0,Greek,No,Upper beginner (A2),Lower intermediate (B1),Upper beginner (A2),Upper beginner (A2),25.0,Written,14,written_online,Outside classroom
79.1,Upper intermediate,Male,20.0,Greek,No,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
79.1,Upper intermediate,Female,21.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,10,written_online,Outside classroom
79.1,Upper intermediate,Male,22.0,Greek,No,Upper beginner (A2),Lower intermediate (B1),Lower intermediate (B1),Upper beginner (A2),30.0,Written,14,written_online,Outside classroom
79.1,Upper intermediate,Female,22.0,Greek,No,Upper beginner (A2),Lower intermediate (B1),Lower intermediate (B1),Upper beginner (A2),30.0,Written,14,written_online,Outside classroom
79.1,Upper intermediate,Female,23.0,Greek,Yes,Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),Lower beginner (A1),0.0,Written,1,written_online,Outside classroom
79.1,Upper intermediate,Male,23.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,2,written_online,Outside classroom
79.1,Upper intermediate,Male,24.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,10,written_online,Outside classroom
79.1,Upper intermediate,Female,29.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
79.1,Upper intermediate,Female,30.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,4,written_online,Outside classroom
79.1,Upper intermediate,Female,32.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,12,written_online,Outside classroom
81.4,Upper intermediate,Female,19.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,4,written_online,Outside classroom
81.4,Upper intermediate,Female,21.0,Greek,No,Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),Lower advanced (C1),80.0,Written,3,written_online,Outside classroom
81.4,Upper intermediate,Female,22.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,6,written_online,Outside classroom
81.4,Upper intermediate,Female,23.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,3,written_online,Outside classroom
81.4,Upper intermediate,Female,26.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,7,written_online,Outside classroom
81.4,Upper intermediate,Male,34.0,Greek,No,Upper intermediate (B2),Lower advanced (C1),Lower advanced (C1),Upper intermediate (B2),70.0,Written,14,written_online,Outside classroom
81.4,Upper intermediate,Male,42.0,Greek,No,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,8,written_online,Outside classroom
81.4,Upper intermediate,Female,49.0,Greek,No,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,3,written_online,Outside classroom
83.7,Lower advanced,Female,19.0,Greek,No,Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),Upper beginner (A2),20.0,Written,4,written_online,Outside classroom
83.7,Lower advanced,Male,21.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,4,written_online,Outside classroom
83.7,Lower advanced,Female,22.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,3,written_online,Outside classroom
83.7,Lower advanced,Female,23.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
83.7,Lower advanced,Female,23.0,Greek,No,Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),Upper advanced (C2),100.0,Written,12,written_online,Outside classroom
83.7,Lower advanced,Female,28.0,Greek,Yes,Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),Upper intermediate (B2),60.0,Written,6,written_online,Outside classroom
83.7,Lower advanced,Male,29.0,Greek,No,Upper intermediate (B2),Lower intermediate (B1),Upper intermediate (B2),Upper intermediate (B2),55.0,Written,14,written_online,Outside classroom
83.7,Lower advanced,Female,29.0,Greek,Yes,Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),Lower intermediate (B1),40.0,Written,6,written_online,Outside classroom
